id,event,from_search,directly_from_search,from_stream,directly_from_stream,from_convo_search,directly_from_convo_search,from_quote_search,directly_from_quote_search,from_timeline_search,directly_from_timeline_search,inserted_at,last_updated_at
1633429707080310790,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 11:33:24.475491+00:00,2023-03-08 16:41:21.968747+00:00
1633440519706624000,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968646+00:00,2023-03-08 16:41:21.968646+00:00
1633444978813698049,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968548+00:00,2023-03-08 16:41:21.968548+00:00
1633445196477132802,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968439+00:00,2023-03-08 16:41:21.968439+00:00
1633453447138639877,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.970955+00:00,2023-03-08 16:41:21.970955+00:00
1633453718845661185,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-09 10:46:17.361423+00:00,2023-03-09 10:46:17.361423+00:00
1633454853262385152,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968335+00:00,2023-03-08 16:41:21.968335+00:00
1633459158191341568,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968224+00:00,2023-03-08 16:41:21.968224+00:00
1633460695005294594,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.971082+00:00,2023-03-08 16:41:21.971082+00:00
1633460874890432512,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968114+00:00,2023-03-08 16:41:21.968114+00:00
1633471053962919936,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968018+00:00,2023-03-08 16:41:21.968018+00:00
1633471621104009216,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967921+00:00,2023-03-08 16:41:21.967921+00:00
1633474228694536194,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.968968+00:00,2023-03-08 16:41:21.968968+00:00
1633479844225859585,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967823+00:00,2023-03-08 16:41:21.967823+00:00
1633481151720439808,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967725+00:00,2023-03-08 16:41:21.967725+00:00
1633484789813506049,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967627+00:00,2023-03-08 16:41:21.967627+00:00
1633485560408059905,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.970066+00:00,2023-03-08 16:41:21.970066+00:00
1633485860569227264,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967528+00:00,2023-03-08 16:41:21.967528+00:00
1633486429765394434,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.969061+00:00,2023-03-08 16:41:21.969061+00:00
1633486483226234880,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967427+00:00,2023-03-08 16:41:21.967427+00:00
1633490976101523460,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967323+00:00,2023-03-08 16:41:21.967323+00:00
1633491309888405504,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967216+00:00,2023-03-08 16:41:21.967216+00:00
1633494905577259008,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.967099+00:00,2023-03-08 16:41:21.967099+00:00
1633504282400923648,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 16:41:21.966823+00:00,2023-03-08 22:03:23.851823+00:00
1633516150913998855,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.852875+00:00,2023-03-08 22:03:23.852875+00:00
1633517601367236621,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.851707+00:00,2023-03-08 22:03:23.851707+00:00
1633520256151953436,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.851606+00:00,2023-03-08 22:03:23.851606+00:00
1633526058359087118,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.851504+00:00,2023-03-08 22:03:23.851504+00:00
1633531790865358855,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.851399+00:00,2023-03-08 22:03:23.851399+00:00
1633535162473406482,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.852463+00:00,2023-03-08 22:03:23.852463+00:00
1633535326307115019,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-09 04:01:55.367235+00:00,2023-03-09 04:01:55.367235+00:00
1633535524852883476,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.851291+00:00,2023-03-08 22:03:23.851291+00:00
1633545404041297920,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.852245+00:00,2023-03-08 22:03:23.852245+00:00
1633547591873863693,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.851175+00:00,2023-03-08 22:03:23.851175+00:00
1633548233594085376,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.851007+00:00,2023-03-08 22:03:23.851007+00:00
1633551527796256769,bucha-ru,True,False,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.852146+00:00,2023-03-08 22:03:23.852146+00:00
1633565905086218240,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.850482+00:00,2023-03-08 22:03:23.850482+00:00
1633570092817498116,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.850236+00:00,2023-03-08 22:03:23.850236+00:00
1633579983758061569,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-08 22:03:23.814872+00:00,2023-03-09 00:33:09.776615+00:00
1633598142686851072,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-09 00:33:09.776499+00:00,2023-03-09 00:33:09.776499+00:00
1633604121398747137,bucha-ru,True,True,False,False,False,False,False,False,False,False,2023-03-09 00:33:09.776248+00:00,2023-03-09 00:33:09.776248+00:00
