id,event,from_search,directly_from_search,from_stream,directly_from_stream,from_convo_search,directly_from_convo_search,from_quote_search,directly_from_quote_search,from_timeline_search,directly_from_timeline_search,inserted_at,last_updated_at
1575284233731543040,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 00:40:47.154379+00:00,2022-09-29 00:40:47.154379+00:00
1575284263007797249,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 00:40:47.153929+00:00,2022-09-29 00:45:46.817672+00:00
1575284645511446529,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 00:45:46.817332+00:00,2022-09-29 01:10:47.137713+00:00
1575291555446894592,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 01:10:47.137549+00:00,2022-09-29 01:10:47.137549+00:00
1575291668068196353,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 01:10:47.137273+00:00,2022-09-29 01:30:48.461795+00:00
1575296488447643648,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 01:30:48.461487+00:00,2022-09-29 03:50:47.027483+00:00
1575331344980365314,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 03:50:47.027238+00:00,2022-09-29 04:05:48.180838+00:00
1575334006626914306,bucha-de,True,False,False,False,False,False,False,False,False,False,2022-09-29 06:15:49.727530+00:00,2022-09-29 06:15:49.727530+00:00
1575335149272801280,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 04:05:48.180599+00:00,2022-09-29 04:45:48.650766+00:00
1575343406087344130,bucha-de,True,False,False,False,False,False,False,False,False,False,2022-09-29 04:50:49.032858+00:00,2022-09-29 04:50:49.032858+00:00
1575345334762573825,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 04:45:48.650645+00:00,2022-09-29 04:45:48.650645+00:00
1575345508176039936,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 04:45:48.650390+00:00,2022-09-29 04:50:49.032704+00:00
1575346071383035905,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 04:50:49.032446+00:00,2022-09-29 05:00:50.546859+00:00
1575349664521637890,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 05:00:50.546607+00:00,2022-09-29 05:10:48.670349+00:00
1575352062417801219,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 05:10:48.670066+00:00,2022-09-29 05:46:22.345544+00:00
1575352896765452290,bucha-de,True,False,False,False,False,False,False,False,False,False,2022-09-29 05:50:49.585901+00:00,2022-09-29 05:50:49.585901+00:00
1575354853378985984,bucha-de,True,False,False,False,False,False,False,False,False,False,2022-09-29 06:10:49.479934+00:00,2022-09-29 06:10:49.479934+00:00
1575359933129924609,bucha-de,True,True,False,False,False,False,False,False,False,False,2022-09-29 05:46:22.345096+00:00,2022-09-29 05:50:49.585760+00:00
